k721,2.48533798,,,-
k2820,2.593448358,Bhopal,2.248132074,0.010020212
k723,2.588746375,Bhopal,2.023741524,0.009068363
k728,3.094018919,,,-
k729,2.501894182,,,0.000138297
k2828,2.220430071,,,-
k2829,2.50130125,Bhopal,2.126742362,0.020470096
k294,2.299910202,,,-
k295,2.829273266,Bhopal,2.647905853,0.008623412
k296,2.682182161,Bhopal,2.30819823,0.010020212
k297,2.635873204,Bhopal,2.152021976,0.017019414
k290,2.7070284,Bhopal,2.3508945,0.001407238
k291,2.708638553,,,-
k292,2.708728533,Bhopal,2.062547161,0.0095337
k293,2.632918588,Bhopal,2.172470928,0.002661756
k298,2.463920274,,,-
k299,2.649220515,,,0.001325827
k3489,2.680752722,Bhopal,2.52142649,0.010020212
k3488,2.495787923,Bhopal,2.140049766,0.034720135
k3487,2.47924645,Bhopal,2.199663427,0.008623412
k3486,2.351012156,,,-
k3485,2.638765389,Bhopal,2.42744098,0.039388522
k3484,2.105732844,,,-
k3483,2.332232796,,,-
k3482,2.324485772,,,-
k3481,2.297456963,,,-
k3480,2.799110736,Bhopal,2.610637208,0.010528715
k2087,2.332346124,Bhopal,2.033228988,0.007032448
k4483,2.576785815,,,-
k3249,2.583668497,Bhopal,2.313854732,0.021422718
k3248,2.254845034,,,-
k3245,2.720141478,,,-
k3244,2.662292297,,,-
k3247,2.771075311,Bhopal,2.520928755,0.042788387
k3246,3.046244208,Bhopal,2.809178533,0.011060045
k3241,2.715892531,Bhopal,2.443169018,0.010020212
k3240,2.43702182,,,-
k3243,2.29693905,,,-
k3242,2.154978707,,,-
k3465,2.590259297,,,-
k3464,2.623059595,,,-
k3467,2.265153198,Bhopal,2.00729445,0.004870495
k3466,2.583380282,Bhopal,2.326986125,0.004870495
k3461,2.712732442,,,-
k3460,2.626224317,,,-
k3463,2.623059595,,,-
k3462,2.536072847,,,-
k3469,2.010211866,,,0.006017864
k3468,2.010213065,,,0.006017864
k2080,2.314003065,,,-
k122,2.620840805,,,-
k123,2.679295332,,,-
k120,2.678684183,,,0.001781122
k121,2.71257652,Bhopal,2.373322875,0.006678356
k126,2.60929532,Bhopal,2.04416031,0.041058648
k127,2.728178439,Bhopal,2.277047346,3.51E-05
k124,2.455089422,,,-
k125,2.415217582,,,-
k4208,2.307924271,,,-
k4209,2.307788378,,,-
k128,2.83216262,Bhopal,2.493045003,2.41E-05
k129,2.725229081,Bhopal,2.213372236,0.000595825
k3100,2.233386767,,,0.042788387
k1877,2.396572484,,,-
k4752,2.105476726,,,-
k3101,2.231764412,,,0.042788387
k2028,2.218747399,,,0.036220812
k4753,2.905313197,,,-
k3106,2.548748645,Bhopal,2.062352643,0.044579339
k2029,2.402433177,,,-
k4750,2.105778306,,,-
k3107,2.538242425,Bhopal,2.259905632,0.005137094
k3069,2.266229186,,,0.042788387
k2026,2.64126155,,,-
k3799,2.457862887,,,-
k3798,2.755041043,,,-
k3104,2.294082585,,,0.042788387
k1677,2.603209145,Bhopal,2.065212438,0.048351379
k2027,2.412421458,,,-
k3061,2.227773739,,,0.042788387
k3060,2.260180986,,,0.042788387
k3063,2.290754321,,,-
k3062,2.392871525,,,-
k3065,2.230340367,,,0.042788387
k2024,2.325394645,,,-
k3067,2.130207382,,,0.041058648
k3066,2.228533664,,,0.042788387
k2758,2.536109957,,,-
k2759,2.446631623,Kerala,2.115409763,0.020470096
k2025,2.445176786,,,-
k3838,2.931167803,,,-
k2750,2.267283708,,,-
k2751,2.203762124,,,-
k2752,2.523546302,,,-
k2753,2.686247732,Bhopal,2.3233769,0.027988671
k2754,2.423362003,Bhopal,2.001560812,0.018675135
k2755,2.825500448,,,-
k2756,2.757249353,Kerala,2.409938955,0.023444325
k2023,2.459789663,,,-
k1791,2.403103986,,,-
k1790,2.389663451,,,-
k1793,2.665543188,Bhopal,2.237309005,0.011615064
k1792,2.599149902,Bhopal,2.145030949,0.025629493
k1795,2.480193875,,,0.044579339
k1794,2.334430457,,,-
k1797,2.933322658,Bhopal,2.561827536,0.004870495
k1796,2.954785221,Bhopal,2.572903285,0.007032448
k1799,2.950494212,Bhopal,2.588414505,0.004870495
k1798,2.957730757,Bhopal,2.593318773,0.007032448
k2021,2.621275753,,,-
k1401,2.851804287,,,-
k1400,2.619326675,,,-
k1403,2.189892912,,,0.001781122
k1402,2.168558558,,,0.012194656
k1405,2.15936154,,,0.000866893
k1404,2.532680675,,,-
k1407,2.71190954,Bhopal,2.390803777,0.01549393
k1406,2.350442038,,,-
k1409,2.461126112,,,-
k4375,2.16670789,,,-
k4376,2.166661327,,,-
k4377,2.595166378,,,-
k4370,2.166857689,,,-
k4371,2.166670189,,,-
k4372,2.166876693,,,-
k4373,2.166791923,,,-
k3667,2.350953649,,,-
k3666,2.350954637,,,-
k3665,2.235784304,,,-
k3664,2.350954168,,,-
k3663,2.350952745,,,-
k3662,2.073180078,,,-
k3661,2.350955639,,,-
k3660,2.49058821,,,-
k3610,2.350965529,,,-
k3831,3.218195202,Kerala,2.92876581,0.020470096
k3669,2.287601885,,,-
k3668,2.350954836,,,-
k1229,2.714970664,Kerala,2.408807273,0.033272883
k1228,2.713545292,,,-
k1675,2.69728222,,,-
k3939,2.909983885,,,-
k3938,2.909983291,,,-
k3937,2.909964755,,,-
k3936,2.90998747,,,-
k1223,2.302812095,,,-
k3934,2.909968737,,,-
k3933,2.909974938,,,-
k3932,2.909960021,,,-
k1227,2.431243755,Bhopal,2.033286144,0.029236891
k1226,2.398257473,Bhopal,2.113785445,0.023444325
k3632,2.040261908,,,-
k749,2.479612579,,,0.026786662
k2688,2.299569395,,,-
k2689,2.351534809,,,-
k2682,2.37832991,,,-
k2683,2.353013269,,,-
k2680,2.304044913,,,-
k2681,2.14206207,,,-
k2686,2.212637366,,,-
k2687,2.29776416,,,-
k2684,2.391873592,,,-
k2685,2.093414594,,,-
k4613,2.105420966,,,-
k1319,2.270491504,,,-
k1318,2.677917136,,,-
k4612,2.105910899,,,-
k1315,2.643068492,,,-
k1314,2.658215132,,,0.034720135
k1317,2.67888133,,,0.021422718
k1316,2.298121771,,,-
k1311,2.622660959,,,-
k1310,2.703554323,Bhopal,2.052909197,0.014777328
k1313,2.464732833,Bhopal,2.161917968,0.005137094
k1312,2.32753305,,,-
k1135,2.108843881,,,0.004616475
k1134,2.520555362,,,-
k1137,2.299733721,,,-
k1136,2.436938272,,,-
k1131,2.383201555,Bhopal,2.037660561,0.023444325
k1130,2.67318529,,,0.023444325
k1133,2.315895773,,,-
k1132,2.404378305,,,-
k4617,2.105553091,,,-
k1139,2.485367724,,,-
k1138,2.71167685,,,-
k317,2.362358056,,,-
k4616,2.105640974,,,-
k2530,2.258830455,,,-
k2531,2.690925645,,,-
k2532,2.506225751,,,-
k2533,3.040953633,,,-
k2534,2.327355855,,,-
k2535,2.774287412,,,-
k2536,2.888936127,,,-
k2537,2.604905361,,,-
k2538,2.287990617,Bhopal,2.034775161,0.007032448
k2539,2.907539827,,,-
k3801,2.794754066,,,-
k3800,2.583016477,Bhopal,2.274109096,0.033272883
k3807,2.211084292,,,-
k3806,2.083979557,,,-
k3805,2.813695082,,,-
k3804,2.76650507,,,-
k1625,2.131284877,,,-
k4569,2.105421795,,,-
k4568,2.105671891,,,-
k1624,2.163035019,,,-
k4565,2.105603482,,,-
k4564,2.105421579,,,-
k4567,2.105417383,,,-
k4566,2.105563581,,,-
k4561,2.105420956,,,-
k4560,2.105419198,,,-
k4563,2.106096702,,,-
k4562,2.105423511,,,-
k1626,2.320940373,,,-
k1621,2.671045205,Bhopal,2.223602455,0.018675135
k1620,2.197337889,,,-
k4239,2.16700431,,,-
k1623,2.539630222,,,-
k4238,2.166783792,,,-
k1622,2.567740704,,,-
k4079,2.631216403,Bhopal,2.285721466,0.010020212
k2093,2.386380065,,,-
k4731,2.10583113,,,-
k2228,2.576993463,Bhopal,2.145830628,0.022413714
k2229,2.575710613,Bhopal,2.102045707,0.013431225
k2224,2.545797774,Bhopal,2.069917136,0.029236891
k2225,2.851439549,,,-
k2226,2.563528075,,,0.042788387
k2227,2.258102466,,,0.011615064
k2220,2.631722141,Bhopal,2.19535082,0.017830442
k2221,2.578736456,Bhopal,2.146700898,0.022413714
k2222,2.56872953,Bhopal,2.068772888,0.013431225
k2223,2.67597895,Bhopal,2.247641586,0.034720135
k4078,2.193656345,,,-
k2092,2.385998009,,,-
k4233,2.166859685,,,-
k4100,2.198055552,,,-
k4232,2.166745404,,,-
k3952,2.750320485,,,-
k2321,2.266886525,,,-
k2320,2.252294457,,,-
k2323,2.243512499,,,-
k2322,2.649115757,,,-
k2325,2.243512499,,,-
k2324,2.243512499,,,-
k2327,2.228473185,,,-
k2326,2.243512499,,,-
k2329,2.234392914,,,-
k2328,2.234392914,,,-
k3740,2.30411898,,,-
k3741,2.350954709,,,-
k3742,2.30812792,,,-
k3743,2.38071974,,,-
k3744,2.350976658,,,-
k1660,2.542652149,,,-
k3543,2.620047709,,,-
k3746,2.178421772,,,-
k469,2.66070586,,,0.01549393
k468,2.370210562,,,-
k467,2.492195423,,,-
k466,2.623043986,,,-
k465,2.657810329,,,0.026786662
k464,2.580403544,,,0.001679931
k463,2.325789467,,,-
k462,2.703751251,Bhopal,2.301823746,0.010528715
k461,2.775245196,Bhopal,2.35911875,0.001407238
k460,2.661062885,Bhopal,2.054552079,0.002376371
k3354,2.426554102,,,-
k863,2.4781304,,,0.025629493
k862,2.383197942,,,-
k861,2.436831724,,,-
k860,2.538079103,,,-
k867,2.533633821,,,-
k866,2.303109161,,,-
k865,2.557662011,,,-
k864,2.464800404,,,-
k2035,2.439081111,Kerala,2.027991174,0.042788387
k2034,2.223351461,,,-
k869,2.425835149,,,-
k868,2.667480714,,,-
k2031,2.268005282,,,-
k2030,2.645285473,,,-
k2033,2.455018178,,,-
k2032,2.344556384,,,-
k609,2.524706239,,,-
k608,2.45558767,,,-
k603,2.683813759,Bhopal,2.146929469,0.030532716
k602,2.610990557,,,0.013431225
k601,2.712685106,,,-
k600,2.634625924,,,-
k607,2.685477335,Bhopal,2.316573493,0.00779162
k606,2.620529577,,,-
k605,2.580810032,,,0.033272883
k604,2.352920643,,,-
k599,2.561830698,,,-
k598,2.237863745,,,-
k593,2.413508133,,,-
k592,2.363683376,,,-
k591,2.438889794,,,-
k590,2.349090098,,,-
k597,2.494949585,,,-
k596,2.617112767,,,-
k595,2.629544115,,,-
k594,2.581171062,,,-
k3322,2.294657079,,,-
k3323,2.186622453,,,-
k3320,2.726907693,,,-
k3321,2.186622453,,,-
k3326,2.399081209,,,-
k3327,2.166755011,,,-
k3324,2.294657079,,,-
k3325,2.423169249,,,-
k4494,2.583618214,,,-
k3328,2.726906432,,,-
k3329,2.726905593,,,-
k2091,2.287854779,,,-
k1949,2.487330326,,,-
k269,3.112074954,,,-
k268,2.403897503,,,-
k2090,2.332346124,Bhopal,2.033228988,0.007032448
k919,2.378557885,,,-
k918,2.346659097,,,-
k917,2.378557885,,,-
k260,2.747846308,,,-
k915,2.378557885,,,-
k914,2.346659097,,,-
k265,2.721240764,Bhopal,2.414162787,0.011615064
k912,2.484819478,,,-
k267,2.498358386,,,-
k266,2.623741401,,,-
k737,2.489523033,,,-
k4160,2.405242786,,,-
k735,2.432951385,,,-
k734,2.485090229,,,-
k733,2.721406692,,,-
k732,2.594328064,,,-
k4167,2.405243218,,,-
k730,2.567865864,Bhopal,2.327383722,0.000634688
k4169,2.567185853,,,-
k4168,2.72730842,,,-
k2819,2.593446308,Bhopal,2.248188677,0.010020212
k2818,2.593447723,Bhopal,2.248146481,0.010020212
k739,2.513123742,,,-
k738,2.430605856,,,-
k287,3.112074954,,,-
k286,2.403897503,,,-
k285,2.498358386,,,-
k284,2.623741401,,,-
k283,2.721240764,Bhopal,2.414162787,0.011615064
k282,2.689297928,,,0.000634688
k281,2.630130315,,,0.004144103
k280,2.463920274,,,-
k4065,2.501799173,,,-
k3411,2.316432228,,,-
k2099,2.576066591,,,-
k289,2.826207157,,,-
k288,2.336609312,,,-
k3498,2.32277584,,,-
k3499,2.797984148,,,-
k2098,2.226123137,,,-
k3490,2.638230277,Bhopal,2.428412801,0.039388522
k3491,2.518977782,Kerala,2.20988382,0.046433123
k3492,2.518977782,Kerala,2.20988382,0.046433123
k3493,2.79568974,,,-
k3494,2.905313307,,,-
k3495,2.905221511,,,-
k3496,2.78809894,,,-
k3497,2.794679271,,,-
k3258,2.174924962,,,0.048351379
k3259,2.280945351,,,-
k3256,2.224639085,,,-
k3257,2.726908469,,,-
k3254,2.346011693,,,-
k3255,2.726913149,,,-
k3252,2.80729656,,,-
k3253,2.3053086,,,-
k3250,2.563105197,,,-
k3251,2.65209049,,,-
k3476,2.010234523,,,0.006017864
k3477,2.258953708,,,0.003517404
k3474,2.010233763,,,0.006017864
k3475,2.50373262,,,-
k3472,2.139003742,,,0.004870495
k3473,2.010233763,,,0.006017864
k3470,2.010247706,,,0.006017864
k3471,2.010247706,,,0.006017864
k4170,2.199068566,,,-
k3478,2.64539527,,,-
k3479,2.799110184,Bhopal,2.610629304,0.010528715
k4254,2.166664504,,,-
k4171,2.166657162,,,-
k139,2.623412257,,,-
k138,2.712470592,Bhopal,2.372495323,0.006678356
k135,2.503148796,,,-
k134,3.067693106,,,-
k137,2.679191916,,,0.001887889
k136,2.68827549,Bhopal,2.116519964,0.000432613
k131,2.758571573,,,-
k130,2.709031627,Bhopal,2.294069623,0.005416812
k133,2.344346599,,,-
k132,2.713706571,Bhopal,2.053797667,0.012799732
k3784,2.432501715,,,-
k3785,2.638415746,,,-
k3786,2.794706633,,,-
k3787,2.794594312,,,-
k3780,2.794755119,,,-
k3781,2.649485118,,,-
k3782,2.061974637,,,-
k3783,2.794757558,,,-
k4175,2.166742334,,,-
k3788,2.485736975,,,-
k3789,2.834826242,,,-
k85,2.680946912,Bhopal,2.056231071,0.001679931
k3078,2.287923279,Bhopal,2.034847382,0.007032448
k3079,2.230199536,,,0.042788387
k3072,2.166995956,,,0.042788387
k3073,2.563541589,Kerala,2.306118127,0.033272883
k3070,2.195736481,,,0.042788387
k3071,2.14702314,,,0.042788387
k3076,2.187746723,,,0.042788387
k2806,2.593453439,Bhopal,2.248049896,0.010020212
k3074,2.287885209,Bhopal,2.035508328,0.007032448
k3075,2.221355208,,,0.042788387
k4345,2.166665638,,,-
k2807,2.593453373,Bhopal,2.248050797,0.010020212
k4344,2.529356781,,,-
k2864,2.501546321,,,-
k1782,2.327189984,,,-
k1783,2.326182782,,,-
k1780,2.394262768,,,-
k1781,2.366729623,,,-
k1786,2.313594119,,,-
k1787,2.403091183,,,-
k1784,2.399325908,,,-
k1785,2.45116588,,,-
k4074,2.176369681,,,-
k1355,2.29610943,,,-
k1788,2.269854007,,,-
k1789,2.389663451,,,-
k4429,2.56442289,Bhopal,2.35103194,0.009068363
k1412,2.460303355,,,-
k1413,2.664034798,Bhopal,2.367406519,0.003148887
k1410,2.730004732,Bhopal,2.414223852,0.010020212
k1411,2.655428591,Bhopal,2.355618605,0.003148887
k1416,2.464730838,,,-
k1417,2.82752686,,,-
k1414,2.46657017,,,-
k1415,2.659987654,Bhopal,2.364956302,0.003148887
k4301,2.166743501,,,-
k4300,2.166886709,,,-
k1418,2.552893635,,,-
k1419,2.222643027,,,0.004870495
k4305,2.166667636,,,-
k4304,2.166660186,,,-
k4307,2.16669942,,,-
k4306,2.16667049,,,-
k3670,2.371301531,,,-
k3671,2.350988215,,,-
k3672,2.350953837,,,-
k3673,2.350955651,,,-
k3674,2.291286142,,,-
k3675,2.371492036,,,-
k3676,2.350953875,,,-
k3677,2.350955697,,,-
k3678,2.296607305,,,-
k3679,2.385702385,,,-
k2190,2.439415379,,,-
k3928,2.909988935,,,-
k3929,2.909930805,,,-
k1238,2.223535366,,,-
k1239,2.715468835,,,-
k2192,2.409733782,,,-
k1232,2.278538759,,,-
k1233,2.687778146,Bhopal,2.37442706,0.006017864
k1230,2.395098508,Bhopal,2.030791013,0.022413714
k3923,2.481398252,Bhopal,2.215702177,0.039388522
k1236,2.339624761,,,-
k1237,2.362492339,,,-
k1234,2.611156698,,,-
k1235,2.290250314,,,-
k3412,2.896336157,Bhopal,2.684895615,0.0095337
k4073,2.631217225,Bhopal,2.285778749,0.010020212
k3910,2.405218438,,,-
k1667,2.37459064,,,-
k4072,2.631217225,Bhopal,2.285778749,0.010020212
k4071,2.487329754,,,-
k4415,2.564422815,Bhopal,2.351209721,0.009068363
k4414,2.564435834,Bhopal,2.350452568,0.009068363
k4417,2.56442286,Bhopal,2.351092618,0.009068363
k4070,2.631216729,Bhopal,2.28574156,0.010020212
k4411,2.564422856,Bhopal,2.351099277,0.009068363
k4410,2.564422846,Bhopal,2.351122956,0.009068363
k4413,2.564422856,Bhopal,2.351099277,0.009068363
k4412,2.564435834,Bhopal,2.350452568,0.009068363
k4077,2.631213717,Bhopal,2.285601522,0.010020212
k4419,2.564423003,Bhopal,2.35088761,0.009068363
k4418,2.564451102,Bhopal,2.350360505,0.009068363
k4076,2.259361445,,,-
k3913,2.405213878,,,-
k1666,2.180321133,,,-
k4075,2.631217522,Bhopal,2.285807908,0.010020212
k1308,2.622660959,,,-
k1309,2.382376764,,,-
k1306,2.382376764,,,-
k1307,2.703554323,Bhopal,2.052909197,0.014777328
k1304,2.304801789,,,-
k1305,2.442103034,,,-
k1302,2.222116766,,,-
k1303,2.138276623,,,0.00371601
k1300,2.703815708,Bhopal,2.113469767,0.02451582
k1301,2.342188752,,,-
k1126,2.389624001,,,-
k3815,2.206771787,,,-
k1124,2.108843881,,,0.004616475
k1125,2.605869812,,,-
k1122,2.315895773,,,-
k1123,2.520555362,,,-
k1120,2.383201555,Bhopal,2.037660561,0.023444325
k1121,2.404378305,,,-
k4361,2.1667627,,,-
k3818,2.048872928,,,-
k3819,2.253444679,,,-
k1128,2.284604259,,,-
k1129,2.684246729,,,-
k1984,2.818975634,,,-
k1985,2.550955227,Bhopal,2.231171811,0.005137094
k1986,2.84834985,,,-
k2191,2.380141596,,,-
k2783,2.142213373,,,-
k2782,2.314213721,,,-
k2781,2.1055478,,,-
k2780,2.773566679,Kerala,2.342305839,0.044579339
k2787,2.493870567,,,-
k2786,2.557226699,Bhopal,2.203122539,0.036220812
k2785,2.669233325,Bhopal,2.324956875,0.033272883
k2784,2.565752413,,,-
k4576,2.105418043,,,-
k4577,2.105752955,,,-
k2789,3.152345908,,,-
k2788,2.539137584,Bhopal,2.160791673,0.041058648
k4572,2.105421676,,,-
k4573,2.105521564,,,-
k4570,2.105516959,,,-
k1981,2.558367999,Bhopal,2.242310302,0.002000506
k4541,2.10542136,,,-
k1982,2.655856635,,,-
k1983,2.387802981,,,-
k1665,2.388049301,,,0.044579339
k3964,2.010189747,,,0.006017864
k3965,1.916568036,,,-
k3966,2.010233036,,,0.006017864
k3967,1.98326331,,,0.037776429
k3960,2.47933173,Bhopal,2.199316114,0.008623412
k3961,2.479295342,Bhopal,2.199398319,0.008623412
k2259,2.630265132,Kerala,2.192988978,0.023444325
k2258,2.640046697,Bhopal,2.219112071,0.005137094
k2443,2.34613578,,,-
k3962,1.861704448,,,-
k2251,2.655110837,Bhopal,2.22216847,0.034720135
k2250,2.703010541,Kerala,2.312883301,0.037776429
k2253,2.703010541,Kerala,2.312883301,0.037776429
k2252,2.529689361,,,-
k2255,2.640046697,Bhopal,2.219112071,0.005137094
k2254,2.665033061,Kerala,2.265592015,0.029236891
k2257,2.625420734,Bhopal,2.300504917,0.029236891
k2256,2.553098742,Kerala,2.166569188,0.022413714
k3847,2.829160041,,,-
k3268,2.514055192,,,-
k3846,2.829146741,,,-
k3845,2.829168371,,,-
k3844,2.829086468,,,-
k3916,2.260467025,,,-
k3843,2.829099891,,,-
k3842,2.860241514,,,-
k2332,2.357047566,,,-
k2333,2.462668695,,,-
k2330,2.303537217,,,-
k2331,2.348834163,,,-
k2336,2.649733029,,,-
k2337,2.644452616,,,-
k2334,2.338587493,,,-
k2335,2.523606552,Bhopal,2.014211928,0.014090096
k2338,2.583629191,,,-
k2339,2.508925637,,,-
k3911,2.166767501,,,-
k4649,2.105422166,,,-
k4218,2.583586931,,,-
k3265,2.306489764,,,-
k3264,2.354891261,Bhopal,2.090919864,0.037776429
k458,2.467354453,,,-
k459,2.31411638,,,-
k2796,2.369977074,,,-
k452,2.565636577,Bhopal,2.000282465,0.000128999
k453,2.708568256,Bhopal,2.221315217,0.02451582
k450,2.635641203,Bhopal,2.034811915,0.000182181
k451,2.770313946,Bhopal,2.372787908,0.000492117
k456,2.739365763,Bhopal,2.294768096,0.000921904
k457,2.63561033,,,-
k454,2.295699777,,,-
k455,2.596815791,,,0.005416812
k4382,2.166886385,,,-
